"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 01 01:14:52 GMT 2024","Sun Sep 01 01:14:54 GMT 2024","2121","chromium","SmokeTests.spec.js","","","","Sign Out",""
"passed","Sun Sep 01 01:14:34 GMT 2024","Sun Sep 01 01:14:50 GMT 2024","16067","chromium","SmokeTests.spec.js","","","","Create Order",""
"passed","Sun Sep 01 01:14:50 GMT 2024","Sun Sep 01 01:14:52 GMT 2024","1855","chromium","SmokeTests.spec.js","","","","FAQ page",""
"passed","Sun Sep 01 01:14:18 GMT 2024","Sun Sep 01 01:14:34 GMT 2024","15731","chromium","SmokeTests.spec.js","","","","Login",""
