"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 11 00:54:32 GMT 2024","Sat May 11 00:54:34 GMT 2024","1792","chromium","SmokeTests.spec.js","","","","FAQ page",""
"passed","Sat May 11 00:54:22 GMT 2024","Sat May 11 00:54:32 GMT 2024","10863","chromium","SmokeTests.spec.js","","","","Create Order",""
"passed","Sat May 11 00:54:34 GMT 2024","Sat May 11 00:54:36 GMT 2024","1889","chromium","SmokeTests.spec.js","","","","Sign Out",""
"passed","Sat May 11 00:54:07 GMT 2024","Sat May 11 00:54:22 GMT 2024","14331","chromium","SmokeTests.spec.js","","","","Login",""
