"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 00:58:59 GMT 2024","Tue Jul 02 00:59:12 GMT 2024","13861","chromium","SmokeTests.spec.js","","","","Login",""
"passed","Tue Jul 02 00:59:23 GMT 2024","Tue Jul 02 00:59:25 GMT 2024","1871","chromium","SmokeTests.spec.js","","","","Sign Out",""
"passed","Tue Jul 02 00:59:22 GMT 2024","Tue Jul 02 00:59:23 GMT 2024","1379","chromium","SmokeTests.spec.js","","","","FAQ page",""
"passed","Tue Jul 02 00:59:12 GMT 2024","Tue Jul 02 00:59:22 GMT 2024","9600","chromium","SmokeTests.spec.js","","","","Create Order",""
