"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 09:50:05 GMT 2024","Tue Mar 26 09:50:07 GMT 2024","1825","chromium","SmokeTests.spec.js","","","","Verify FAQ page",""
"passed","Tue Mar 26 09:49:55 GMT 2024","Tue Mar 26 09:50:05 GMT 2024","10480","chromium","SmokeTests.spec.js","","","","Create Order",""
"passed","Tue Mar 26 09:49:25 GMT 2024","Tue Mar 26 09:49:55 GMT 2024","29945","chromium","SmokeTests.spec.js","","","","Login",""
"passed","Tue Mar 26 09:50:07 GMT 2024","Tue Mar 26 09:50:09 GMT 2024","1687","chromium","SmokeTests.spec.js","","","","Sign Out",""
