"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 00:58:07 GMT 2024","Mon Jun 03 00:58:24 GMT 2024","17524","chromium","SmokeTests.spec.js","","","","Login",""
"passed","Mon Jun 03 00:58:34 GMT 2024","Mon Jun 03 00:58:35 GMT 2024","1779","chromium","SmokeTests.spec.js","","","","FAQ page",""
"passed","Mon Jun 03 00:58:24 GMT 2024","Mon Jun 03 00:58:34 GMT 2024","9479","chromium","SmokeTests.spec.js","","","","Create Order",""
"passed","Mon Jun 03 00:58:35 GMT 2024","Mon Jun 03 00:58:37 GMT 2024","2004","chromium","SmokeTests.spec.js","","","","Sign Out",""
